Call Type,EmployeeID,CallDuration,WaitTime,CallDate,CallTime
3,V828034,200,0,03-02-2019,15:52:00
3,S564705,1355,129,20-07-2019,15:51:00
1,N772493,1152,13,07-10-2019,16:12:00
3,I543040,372,21,04-12-2019,16:57:00
3,U559430,527,0,20-01-2019,12:52:00
3,O362956,926,0,10-04-2019,19:55:00
3,T398672,759,25,06-01-2019,08:58:00
3,U641256,1383,0,26-01-2019,12:56:00
1,M794992,223,1,24-07-2019,12:10:00
3,S274120,1257,2,11-12-2019,10:57:00
2,M163408,1019,0,04-08-2019,13:16:00
3,N470942,1279,173,26-11-2019,16:16:00
1,O362956,1357,20,03-03-2019,09:39:00
2,K915074,656,0,03-09-2019,11:32:00
2,T659609,1086,7,22-11-2019,14:20:00
3,A166733,76,4,28-01-2019,15:12:00
3,K915074,1490,0,19-07-2019,13:18:00
1,X110622,497,2,14-09-2019,15:03:00
1,M163408,1023,30,11-02-2019,16:28:00
2,K399501,320,18,14-08-2019,14:12:00
3,N119221,1213,0,24-04-2019,19:22:00
3,E243130,1165,0,01-04-2019,09:40:00
2,B651033,622,17,14-12-2019,14:10:00
2,X110622,1290,9,18-01-2019,11:14:00
3,C319958,1063,3,17-12-2019,08:26:00
2,U559430,1422,0,09-11-2019,14:01:00
3,K399501,4,18,23-06-2019,14:20:00
3,X991580,1384,218,23-01-2019,18:50:00
1,J192194,1290,6,12-10-2019,14:45:00
3,S704443,1097,0,03-05-2019,08:01:00
2,N119221,288,4,01-03-2019,17:34:00
3,K222775,388,24,09-02-2019,15:40:00
3,F533051,463,7,24-07-2019,10:50:00
1,C319958,373,12,11-08-2019,10:01:00
3,K418200,1063,0,18-05-2019,16:26:00
1,M163408,1261,0,13-10-2019,12:00:00
2,P203824,632,29,12-04-2019,17:52:00
1,T659609,35,18,10-05-2019,12:18:00
1,V828034,1057,6,31-08-2019,08:52:00
3,S564705,1463,0,01-08-2019,17:37:00
2,E778362,1252,0,18-01-2019,16:27:00
3,X825147,778,29,30-12-2019,15:58:00
2,F542348,1019,0,29-04-2019,17:34:00
3,N470942,279,0,23-01-2019,13:26:00
2,K222775,1453,18,18-05-2019,09:14:00
2,B651033,1119,9,09-09-2019,14:46:00
1,V126561,1097,16,12-07-2019,13:42:00
3,U559430,479,0,08-06-2019,17:01:00
3,O856292,458,0,11-06-2019,09:33:00
3,K399501,434,1,28-02-2019,08:25:00
3,X991580,94,0,19-06-2019,17:22:00
1,S274120,650,19,19-06-2019,14:19:00
1,M855788,337,25,31-10-2019,19:12:00
3,A475155,1122,6,03-11-2019,08:04:00
3,K669566,738,9,26-02-2019,11:27:00
1,I281837,1351,11,10-03-2019,17:38:00
2,E988252,346,20,07-12-2019,08:15:00
3,I543040,163,21,08-09-2019,13:55:00
3,E988252,1150,18,04-11-2019,12:24:00
2,K418200,739,3,28-05-2019,16:51:00
3,T659609,826,0,01-11-2019,16:05:00
3,S274120,1227,28,04-03-2019,09:01:00
3,V126561,1366,23,04-05-2019,18:08:00
3,P203824,760,0,10-02-2019,18:42:00
1,B651033,1240,0,02-08-2019,10:22:00
3,G586239,1117,0,31-12-2019,18:45:00
2,K399501,889,0,01-06-2019,14:09:00
3,K399501,1103,206,06-05-2019,09:58:00
3,X991580,556,30,29-05-2019,13:12:00
3,K273930,725,1,05-04-2019,17:29:00
2,N119221,778,0,01-05-2019,11:10:00
3,S564705,1274,9,01-01-2019,14:46:00
3,B861430,1250,0,01-02-2019,08:21:00
3,I543040,1018,0,14-03-2019,16:03:00
1,H438047,1369,0,29-03-2019,19:12:00
3,V126561,1250,0,21-08-2019,16:35:00
3,V732706,233,4,22-04-2019,13:00:00
2,C319958,39,15,23-02-2019,19:19:00
2,S564705,1176,0,02-08-2019,14:03:00
2,J549755,903,0,24-07-2019,12:42:00
3,I281837,278,0,05-10-2019,19:50:00
2,M163408,1016,30,31-12-2019,16:19:00
3,D411745,1029,6,01-12-2019,14:46:00
3,K915074,79,24,24-09-2019,19:15:00
3,T398672,804,22,21-11-2019,18:00:00
2,K418200,119,5,22-05-2019,10:02:00
3,A475155,1266,8,18-03-2019,08:36:00
2,J173690,1273,12,25-12-2019,11:04:00
1,C206355,1211,23,20-03-2019,15:17:00
2,V228277,250,0,17-08-2019,19:33:00
3,X110622,1055,0,05-04-2019,17:30:00
1,X110622,4,0,31-10-2019,17:15:00
1,E778362,1004,2,29-06-2019,12:47:00
1,T664783,519,0,11-10-2019,08:06:00
3,J192194,157,0,13-12-2019,14:38:00
3,S704443,1414,0,18-08-2019,09:06:00
1,Q921541,57,2,06-06-2019,15:42:00
3,B861430,1131,13,24-10-2019,19:45:00
3,G586239,1279,0,18-03-2019,09:30:00
1,O362956,294,115,20-06-2019,12:00:00
3,U641256,69,0,04-05-2019,08:28:00
3,S274120,1247,5,31-07-2019,16:19:00
3,M855788,776,2,15-04-2019,11:54:00
3,N772493,1172,27,03-10-2019,17:04:00
3,S564705,1092,6,06-06-2019,13:43:00
1,O856292,1051,30,28-01-2019,11:51:00
2,I992869,1219,0,14-11-2019,09:20:00
3,S564705,57,0,11-08-2019,09:48:00
3,G586239,199,0,29-01-2019,15:55:00
2,M794992,1238,17,26-03-2019,17:03:00
3,B651033,223,1,12-06-2019,19:31:00
1,I543040,851,11,16-09-2019,09:51:00
3,Q921541,681,27,17-02-2019,11:32:00
2,X991580,819,8,14-12-2019,08:02:00
2,N470942,659,0,30-04-2019,12:07:00
3,G586239,863,30,21-08-2019,14:43:00
2,B651033,334,172,24-06-2019,16:55:00
1,K222775,712,0,24-07-2019,16:22:00
3,S564705,1245,0,17-12-2019,08:32:00
3,V828034,404,22,11-01-2019,13:49:00
1,X409223,233,0,14-08-2019,14:44:00
3,K222775,601,0,31-01-2019,14:07:00
3,C206355,1304,13,15-10-2019,15:28:00
3,D774655,988,16,31-05-2019,10:50:00
3,G586239,840,0,23-02-2019,08:15:00
3,X409223,363,19,27-09-2019,11:22:00
1,V828034,1086,18,09-08-2019,09:42:00
3,F533051,313,0,31-08-2019,17:12:00
3,J549755,458,0,10-11-2019,15:46:00
2,U641256,1173,0,23-09-2019,09:46:00
3,V126561,790,151,09-07-2019,19:14:00
2,V126561,459,0,26-03-2019,14:45:00
2,M855788,722,27,24-06-2019,18:16:00
3,I543040,733,0,13-10-2019,18:51:00
3,K273930,664,0,25-11-2019,12:00:00
3,P286634,767,25,06-07-2019,13:23:00
3,J419954,1228,26,30-03-2019,16:47:00
1,J192194,1231,0,29-01-2019,14:36:00
3,E243130,347,27,30-05-2019,08:19:00
3,P203824,1461,0,02-09-2019,15:40:00
1,E243130,433,9,20-12-2019,10:59:00
1,K399501,49,0,21-01-2019,18:28:00
3,F542348,425,24,29-09-2019,18:59:00
3,U641256,869,76,15-02-2019,10:06:00
3,V828034,57,0,29-07-2019,10:46:00
3,X409223,809,4,23-01-2019,11:19:00
3,N620104,1380,25,22-11-2019,11:38:00
3,N470942,381,20,23-01-2019,13:10:00
2,T387561,1299,0,03-12-2019,14:59:00
3,O856292,1125,10,19-07-2019,18:14:00
1,L736768,202,29,13-05-2019,15:22:00
2,P203824,593,0,06-12-2019,13:21:00
3,T387561,424,20,11-03-2019,17:04:00
3,S564705,93,0,05-02-2019,17:17:00
2,S274120,1109,0,23-07-2019,16:21:00
2,Y193775,577,24,20-11-2019,12:03:00
2,M855788,824,24,20-02-2019,16:09:00
3,C206355,946,0,26-04-2019,15:11:00
3,K273930,487,27,27-05-2019,09:19:00
3,K399501,66,0,30-05-2019,19:26:00
3,N772493,1227,223,28-07-2019,19:00:00
2,K399501,651,0,23-09-2019,19:15:00
1,K669566,1474,0,29-10-2019,11:37:00
3,K273930,433,0,20-12-2019,08:24:00
2,T659609,1018,0,01-04-2019,19:19:00
2,J632516,783,0,18-11-2019,17:55:00
3,F542348,725,13,09-09-2019,09:03:00
1,A475155,107,0,31-03-2019,08:15:00
2,I992869,419,24,28-11-2019,13:50:00
2,J632516,550,0,06-06-2019,11:28:00
3,X825147,459,0,12-07-2019,09:58:00
3,D774655,1140,0,28-04-2019,12:43:00
3,U194381,919,6,01-04-2019,17:51:00
3,I543040,1089,26,12-07-2019,18:01:00
3,F533051,251,0,26-05-2019,19:39:00
2,S704443,672,0,05-12-2019,13:23:00
3,M794992,298,0,27-11-2019,15:50:00
3,H438047,592,0,18-11-2019,11:41:00
1,C206355,1073,1,05-10-2019,08:10:00
3,U559430,120,26,01-01-2019,08:07:00
3,X825147,801,0,20-08-2019,11:00:00
3,Q921541,430,0,25-05-2019,15:21:00
3,T398672,563,257,10-06-2019,14:27:00
3,Q921541,1095,195,30-06-2019,19:55:00
3,N119221,30,10,12-04-2019,13:21:00
1,U641256,339,0,18-10-2019,18:10:00
3,G727038,1336,0,06-03-2019,16:12:00
2,D411745,754,0,13-01-2019,16:13:00
3,M794992,1001,257,29-08-2019,11:55:00
2,S274120,662,20,08-03-2019,17:03:00
3,E137708,831,15,31-01-2019,12:52:00
2,J419954,1409,194,28-12-2019,19:39:00
3,J549755,1313,1,07-12-2019,13:43:00
3,J549755,607,0,02-08-2019,16:49:00
1,J549755,415,0,22-08-2019,15:45:00
2,T659609,674,21,24-04-2019,18:06:00
2,F533051,220,16,22-02-2019,17:54:00
3,A475155,884,0,24-02-2019,11:13:00
3,U559430,413,126,02-03-2019,13:16:00
2,V126561,667,14,30-11-2019,13:46:00
3,V228277,1405,24,23-02-2019,09:34:00
3,T664783,147,8,24-11-2019,18:28:00
2,L736768,692,13,19-10-2019,12:05:00
3,C206355,165,22,28-12-2019,16:51:00
2,X409223,1172,0,21-02-2019,14:18:00
2,Y193775,260,30,09-12-2019,18:21:00
3,K915074,1084,0,17-12-2019,11:04:00
3,H438047,1260,0,14-07-2019,13:21:00
2,K418200,1018,0,16-06-2019,13:58:00
1,D774655,973,13,06-10-2019,13:09:00
3,X110622,411,0,12-10-2019,11:08:00
3,Q921541,149,0,08-08-2019,15:36:00
1,J632516,1180,0,02-05-2019,18:17:00
2,U194381,1104,3,12-12-2019,10:18:00
2,E243130,947,23,13-08-2019,15:29:00
2,F533051,327,27,04-09-2019,10:51:00
3,L736768,1171,262,15-09-2019,19:48:00
3,J419954,1106,1,11-08-2019,09:03:00
2,J632516,865,0,16-12-2019,18:05:00
2,T398672,392,10,05-11-2019,12:38:00
2,B651033,1365,0,02-06-2019,15:06:00
2,Q921541,224,45,02-05-2019,13:28:00
3,K273930,1329,27,09-10-2019,11:36:00
3,B861430,726,27,29-07-2019,17:56:00
3,N772493,975,0,20-06-2019,09:01:00
2,N772493,196,0,22-01-2019,10:52:00
3,K399501,53,1,20-08-2019,14:06:00
2,D411745,800,0,18-08-2019,08:45:00
3,V828034,1188,0,22-10-2019,15:37:00
2,J192194,532,0,30-08-2019,11:43:00
3,K273930,1487,0,06-02-2019,18:43:00
3,T664783,1094,16,27-03-2019,14:15:00
2,O856292,1180,0,11-10-2019,14:47:00
2,V732706,1097,0,12-06-2019,17:52:00
3,S704443,116,26,16-03-2019,18:02:00
3,J549755,1401,24,26-07-2019,09:49:00
3,O362956,1233,0,19-02-2019,18:00:00
2,D774655,1053,0,14-04-2019,11:01:00
2,X825147,1270,0,27-02-2019,09:10:00
3,E988252,809,212,25-09-2019,18:16:00
3,V228277,81,0,11-03-2019,09:10:00
3,M855788,1181,0,26-06-2019,10:28:00
2,T387561,60,6,19-11-2019,17:40:00
2,K399501,1386,137,28-02-2019,13:55:00
2,S564705,1089,18,12-01-2019,16:38:00
1,J549755,28,17,28-06-2019,17:49:00
2,I543040,573,0,30-11-2019,15:30:00
3,V126561,1102,8,03-09-2019,13:39:00
2,T387561,199,27,19-10-2019,17:53:00
3,K222775,231,17,17-06-2019,09:40:00
3,X825147,1232,21,16-06-2019,09:56:00
1,K273930,107,76,13-03-2019,14:22:00
3,T659609,357,0,08-08-2019,16:15:00
2,D411745,754,274,15-05-2019,14:55:00
3,X991580,464,0,12-10-2019,19:58:00
1,K222775,227,21,26-02-2019,11:50:00
3,M855788,187,282,04-02-2019,09:56:00
2,P203824,972,0,05-04-2019,08:37:00
2,H438047,94,16,10-01-2019,10:49:00
3,X991580,558,55,07-06-2019,16:09:00
3,F542348,219,132,24-07-2019,10:01:00
1,J632516,673,17,27-03-2019,10:31:00
1,K418200,978,11,26-09-2019,17:00:00
3,K399501,1048,10,30-06-2019,18:39:00
2,J549755,447,0,12-12-2019,11:26:00
3,N119221,587,26,26-08-2019,13:09:00
3,J192194,648,0,05-06-2019,09:56:00
3,P203824,314,0,22-08-2019,12:10:00
2,X991580,1358,13,21-09-2019,08:06:00
3,I992869,981,12,26-03-2019,17:55:00
3,I992869,654,29,01-02-2019,14:35:00
3,X110622,1352,0,22-10-2019,15:15:00
3,E778362,325,11,05-05-2019,14:28:00
1,J173690,787,9,30-01-2019,09:04:00
3,I992869,638,9,25-07-2019,18:49:00
2,V732706,965,1,21-09-2019,16:15:00
3,K915074,1485,10,27-06-2019,11:55:00
3,G727038,864,289,11-05-2019,09:07:00
3,S704443,1309,6,07-08-2019,10:54:00
3,X825147,111,75,09-11-2019,08:06:00
2,O856292,899,26,01-09-2019,17:11:00
3,J549755,506,5,20-04-2019,18:23:00
1,K669566,1366,0,28-06-2019,12:15:00
3,S704443,272,0,06-10-2019,19:22:00
2,Q921541,1186,14,31-07-2019,08:43:00
3,A166733,833,0,19-09-2019,09:25:00
1,C319958,425,0,11-07-2019,14:00:00
3,K915074,662,0,18-03-2019,08:16:00
3,X825147,1283,8,03-10-2019,16:42:00
3,X991580,921,24,21-06-2019,09:45:00
1,C206355,971,0,01-02-2019,15:13:00
2,S274120,980,0,20-01-2019,10:37:00
2,V828034,363,9,01-08-2019,10:58:00
3,S704443,1308,0,25-06-2019,10:42:00
3,K399501,817,10,09-11-2019,11:49:00
3,P286634,1312,30,05-02-2019,15:47:00
2,Y193775,793,0,22-12-2019,16:19:00
3,S274120,523,2,17-11-2019,18:06:00
3,A166733,764,15,22-06-2019,17:27:00
2,G586239,381,108,26-12-2019,12:28:00
2,E137708,445,65,10-07-2019,15:47:00
2,I281837,1417,21,29-12-2019,09:48:00
3,Y193775,719,0,09-04-2019,10:31:00
3,N772493,353,6,18-05-2019,15:42:00
2,M855788,514,21,24-12-2019,08:43:00
3,E243130,1012,226,15-10-2019,11:35:00
3,M794992,1245,26,21-12-2019,09:28:00
2,F533051,440,6,25-10-2019,17:43:00
3,K418200,8,15,16-07-2019,14:25:00
3,M855788,1011,0,08-12-2019,14:32:00
1,U194381,749,5,22-11-2019,11:36:00
2,K915074,1361,9,24-08-2019,10:53:00
3,Q921541,509,0,03-09-2019,18:15:00
2,T664783,316,0,06-10-2019,14:40:00
2,M855788,1267,24,18-07-2019,12:41:00
3,V126561,284,9,01-03-2019,13:47:00
2,K399501,731,10,07-09-2019,08:48:00
2,P203824,1063,0,31-12-2019,11:37:00
1,V828034,680,9,02-08-2019,16:18:00
3,A166733,1073,0,10-02-2019,18:34:00
2,N620104,1340,18,30-05-2019,13:46:00
3,C319958,1250,0,03-09-2019,13:28:00
3,X991580,1488,2,12-03-2019,11:36:00
3,Q921541,920,17,03-06-2019,13:10:00
3,C206355,379,0,18-04-2019,16:41:00
2,M163408,1243,15,07-01-2019,10:20:00
2,K222775,547,19,11-05-2019,13:54:00
2,D774655,557,300,15-04-2019,09:20:00
1,X110622,1235,0,06-01-2019,14:14:00
2,B971624,937,108,15-09-2019,19:17:00
3,M855788,808,28,02-06-2019,13:31:00
1,N620104,1140,20,12-12-2019,18:35:00
3,N772493,249,19,26-02-2019,18:49:00
3,J632516,1358,6,01-03-2019,16:16:00
1,V732706,344,19,22-01-2019,15:16:00
1,T398672,826,0,01-10-2019,08:31:00
1,I281837,733,0,04-09-2019,16:00:00
1,E988252,1340,0,28-12-2019,12:27:00
2,K273930,355,0,22-04-2019,19:07:00
2,U641256,6,0,25-10-2019,08:24:00
3,M163408,1064,11,27-07-2019,18:04:00
3,K273930,1425,27,23-11-2019,08:53:00
2,N620104,330,6,03-03-2019,16:19:00
1,S564705,541,24,23-08-2019,14:16:00
3,E778362,891,0,26-05-2019,19:58:00
2,J173690,545,4,18-10-2019,18:40:00
1,A475155,1327,0,22-02-2019,11:43:00
2,J549755,1487,0,20-11-2019,15:40:00
3,B971624,1498,16,09-09-2019,18:48:00
3,M163408,459,25,11-07-2019,19:23:00
2,U194381,1130,0,30-01-2019,10:12:00
2,Y193775,491,20,02-03-2019,15:31:00
3,X110622,1376,261,22-04-2019,09:07:00
1,K399501,614,17,03-04-2019,12:39:00
3,B971624,77,13,09-08-2019,18:45:00
2,F542348,1007,7,14-05-2019,19:58:00
1,P203824,1074,0,11-06-2019,17:40:00
2,E988252,1426,140,09-02-2019,14:16:00
2,C206355,380,16,28-09-2019,12:30:00
3,K222775,1289,18,09-12-2019,09:28:00
1,J549755,1181,13,10-10-2019,13:24:00
3,O856292,335,24,16-10-2019,10:01:00
3,N119221,468,0,20-07-2019,17:31:00
3,U194381,1274,0,26-08-2019,14:00:00
3,T659609,1191,0,09-02-2019,18:55:00
3,I543040,531,13,13-06-2019,08:37:00
3,M855788,609,21,27-12-2019,08:32:00
3,S564705,1380,16,10-09-2019,10:39:00
2,J192194,777,25,09-05-2019,17:28:00
3,U194381,1313,19,27-05-2019,10:55:00
3,F542348,867,10,11-03-2019,19:03:00
3,E778362,62,2,31-05-2019,13:58:00
3,D411745,156,0,11-08-2019,17:25:00
3,T664783,138,0,08-02-2019,18:16:00
2,K669566,761,0,26-01-2019,14:16:00
3,V828034,1098,19,07-01-2019,17:21:00
2,S274120,1440,1,15-08-2019,16:40:00
3,C206355,1200,219,30-12-2019,08:57:00
3,F533051,596,0,17-04-2019,15:51:00
3,S704443,754,0,05-11-2019,19:15:00
2,M794992,675,0,26-12-2019,14:30:00
2,T398672,712,176,24-11-2019,09:51:00
1,N620104,939,0,06-01-2019,12:55:00
2,P203824,480,21,11-11-2019,18:48:00
2,F533051,520,21,12-02-2019,15:51:00
2,K915074,1320,0,06-06-2019,11:30:00
2,X991580,1072,4,14-05-2019,10:25:00
2,C206355,861,0,12-02-2019,11:48:00
3,E778362,629,2,27-06-2019,17:48:00
1,B651033,1168,150,31-12-2019,10:49:00
2,T387561,1163,0,06-07-2019,12:23:00
3,V732706,980,0,29-05-2019,12:30:00
3,V126561,1378,23,21-01-2019,17:44:00
1,J419954,491,16,21-02-2019,12:45:00
1,E778362,535,254,03-09-2019,15:42:00
1,E778362,599,185,14-07-2019,19:38:00
3,X409223,1214,9,25-06-2019,10:17:00
2,M855788,864,116,23-04-2019,15:38:00
1,J632516,74,0,18-01-2019,16:00:00
2,A475155,216,60,19-12-2019,14:25:00
2,O362956,999,18,30-12-2019,11:14:00
3,X825147,1289,136,07-05-2019,19:04:00
2,D774655,1029,288,22-06-2019,18:41:00
3,B861430,1101,25,08-12-2019,09:52:00
2,K915074,350,149,26-05-2019,17:42:00
3,K399501,498,0,24-06-2019,09:47:00
2,C206355,1454,0,20-11-2019,09:55:00
3,V228277,1422,14,03-01-2019,13:15:00
1,S704443,1226,5,11-07-2019,11:27:00
2,K915074,987,0,29-01-2019,18:31:00
3,U194381,1116,27,08-12-2019,12:30:00
3,M855788,736,15,17-05-2019,08:05:00
3,G727038,1341,0,25-08-2019,16:07:00
3,G727038,1428,14,30-10-2019,08:01:00
2,U194381,1435,0,14-11-2019,19:52:00
2,V828034,662,28,08-08-2019,12:20:00
3,E778362,324,0,31-03-2019,10:49:00
3,B861430,488,0,22-11-2019,11:37:00
2,M794992,459,25,17-02-2019,14:29:00
1,N620104,346,8,17-07-2019,12:30:00
2,K273930,239,10,27-07-2019,15:38:00
2,X991580,802,1,02-01-2019,13:21:00
2,E778362,699,3,13-08-2019,09:36:00
3,U641256,112,0,17-05-2019,08:59:00
2,U641256,294,0,12-12-2019,09:24:00
3,M163408,1260,0,07-04-2019,13:12:00
3,U194381,1336,0,09-02-2019,10:51:00
2,J173690,1205,18,22-09-2019,08:17:00
1,N470942,1153,0,09-07-2019,17:03:00
2,S564705,531,20,25-10-2019,09:56:00
2,Y193775,1260,63,25-04-2019,16:05:00
3,J419954,234,0,05-12-2019,17:16:00
3,I281837,1099,12,03-07-2019,12:19:00
3,T398672,437,23,26-02-2019,12:07:00
2,V828034,624,19,01-11-2019,16:30:00
2,U641256,1032,0,06-07-2019,09:07:00
3,T664783,776,7,24-09-2019,13:39:00
2,P286634,751,24,02-03-2019,14:46:00
2,M794992,211,15,20-04-2019,15:33:00
3,E778362,844,21,03-02-2019,11:10:00
3,B971624,445,0,06-10-2019,08:19:00
2,K669566,830,0,02-11-2019,16:34:00
2,M163408,396,29,28-06-2019,18:03:00
3,V828034,395,16,22-05-2019,08:43:00
3,T387561,727,0,01-09-2019,14:58:00
2,C206355,762,189,02-03-2019,16:24:00
3,J192194,596,8,28-02-2019,13:33:00
2,J192194,1037,0,06-01-2019,17:30:00
2,M855788,546,13,19-12-2019,11:21:00
2,U641256,385,0,23-02-2019,09:47:00
2,U194381,1343,11,09-05-2019,10:18:00
2,D411745,1500,0,29-12-2019,13:49:00
2,E988252,1181,5,25-03-2019,15:45:00
1,E778362,894,0,15-09-2019,08:19:00
2,J173690,1083,8,16-11-2019,09:59:00
3,D774655,1211,16,25-07-2019,13:48:00
3,K669566,621,36,14-12-2019,09:37:00
2,X825147,718,15,13-04-2019,17:06:00
2,J419954,1080,0,29-09-2019,13:04:00
1,U641256,1319,30,05-09-2019,13:51:00
1,V732706,73,1,19-10-2019,08:28:00
3,V126561,961,8,15-03-2019,11:20:00
3,S564705,708,12,01-04-2019,17:54:00
2,K669566,684,7,17-03-2019,17:40:00
3,A475155,1390,0,24-02-2019,11:36:00
1,N119221,1414,0,30-10-2019,19:08:00
3,U641256,425,25,14-08-2019,19:26:00
2,V228277,181,6,04-08-2019,11:12:00
3,Q921541,1108,0,03-10-2019,13:54:00
3,V732706,1114,22,27-08-2019,18:37:00
3,X825147,104,235,17-07-2019,16:52:00
1,B971624,67,12,10-11-2019,11:39:00
2,T387561,80,129,26-12-2019,17:45:00
3,G727038,973,3,27-02-2019,18:07:00
2,I281837,744,0,30-11-2019,13:46:00
2,X825147,624,0,02-11-2019,14:50:00
3,N119221,438,0,05-05-2019,17:24:00
1,C319958,365,26,21-01-2019,11:10:00
1,K222775,1331,0,28-12-2019,17:19:00
1,G727038,158,30,21-05-2019,13:58:00
3,K915074,310,17,08-05-2019,12:24:00
3,K915074,846,0,29-08-2019,08:16:00
2,B971624,576,0,29-10-2019,11:11:00
3,E243130,1041,29,22-06-2019,14:40:00
3,S274120,831,8,01-08-2019,08:55:00
3,Y193775,1492,0,05-05-2019,18:06:00
2,X825147,377,12,16-02-2019,17:24:00
1,E988252,49,13,05-10-2019,08:44:00
3,V828034,409,3,23-05-2019,19:18:00
2,Q921541,160,0,29-12-2019,19:09:00
3,K399501,1447,27,08-03-2019,11:34:00
3,I992869,251,0,13-08-2019,18:42:00
1,N470942,1491,135,09-10-2019,11:52:00
2,M163408,128,13,28-05-2019,12:22:00
2,I281837,529,0,22-10-2019,19:03:00
1,D411745,1031,28,20-02-2019,09:15:00
3,S704443,1391,30,11-09-2019,13:57:00
1,B861430,1122,171,21-09-2019,16:37:00
1,X110622,1442,10,27-11-2019,10:38:00
3,V828034,42,146,20-12-2019,17:07:00
3,S274120,648,0,01-02-2019,08:25:00
2,P203824,1087,27,27-06-2019,13:21:00
2,O362956,1174,239,27-02-2019,16:05:00
1,V126561,715,69,24-10-2019,08:22:00
2,D411745,951,0,09-08-2019,12:05:00
1,I992869,811,0,03-02-2019,15:31:00
3,J549755,347,0,06-01-2019,13:04:00
3,M855788,995,10,27-08-2019,10:50:00
2,K669566,146,124,18-02-2019,10:15:00
1,M794992,240,11,06-05-2019,16:21:00
3,N119221,717,5,13-05-2019,12:34:00
2,M794992,362,25,19-12-2019,17:21:00
3,K915074,657,23,09-10-2019,15:13:00
1,T664783,648,140,01-05-2019,18:31:00
2,E137708,1272,0,13-08-2019,12:49:00
2,J632516,546,2,12-11-2019,13:40:00
3,T398672,626,14,29-01-2019,12:55:00
1,Q921541,232,0,03-08-2019,12:50:00
1,S704443,377,27,21-08-2019,15:01:00
2,B651033,1478,15,04-12-2019,08:11:00
3,F542348,1195,2,29-12-2019,19:50:00
3,J419954,301,23,23-06-2019,18:42:00
3,J419954,340,0,19-07-2019,08:06:00
3,M163408,1475,0,06-07-2019,19:02:00
1,T398672,1149,0,01-07-2019,12:43:00
2,O856292,213,5,08-08-2019,17:41:00
3,P286634,122,0,13-09-2019,13:36:00
3,E137708,80,245,27-04-2019,19:30:00
3,X409223,1097,28,01-01-2019,13:24:00
2,F533051,766,0,21-03-2019,16:03:00
3,V732706,872,166,24-11-2019,10:37:00
2,G586239,1016,29,26-02-2019,10:46:00
2,K418200,877,0,20-08-2019,12:12:00
2,K222775,613,0,09-02-2019,15:33:00
3,D774655,173,29,22-04-2019,17:00:00
3,B651033,569,0,09-09-2019,13:21:00
3,B971624,1166,0,24-06-2019,13:08:00
2,X825147,914,0,20-08-2019,11:49:00
3,V732706,221,0,09-12-2019,11:00:00
1,S564705,1032,0,28-01-2019,09:43:00
2,E988252,155,12,03-07-2019,15:18:00
3,V126561,1330,129,27-04-2019,14:13:00
2,X409223,1334,6,04-08-2019,10:34:00
1,M163408,1207,29,29-09-2019,11:06:00
3,M163408,958,2,08-07-2019,17:03:00
2,J632516,344,0,04-01-2019,13:47:00
2,L736768,1032,0,13-08-2019,12:47:00
2,K222775,1260,21,13-12-2019,16:21:00
3,X110622,567,18,03-07-2019,11:57:00
3,Y193775,985,0,01-01-2019,19:27:00
2,E243130,421,0,28-04-2019,16:30:00
2,T659609,503,28,27-08-2019,18:17:00
2,V228277,92,0,10-01-2019,16:31:00
3,T664783,562,17,10-12-2019,14:36:00
2,E778362,1397,12,18-12-2019,18:15:00
1,V828034,955,0,26-09-2019,13:22:00
2,Y193775,316,0,17-05-2019,11:22:00
3,P203824,1285,23,30-01-2019,12:54:00
3,F542348,1211,21,24-02-2019,13:09:00
3,E137708,1374,1,01-05-2019,15:53:00
3,K915074,884,13,09-02-2019,17:01:00
1,K915074,994,12,04-03-2019,18:38:00
2,P286634,690,0,17-03-2019,16:32:00
1,X409223,762,24,20-04-2019,15:12:00
1,F542348,750,0,24-04-2019,11:09:00
2,O362956,821,0,24-06-2019,12:52:00
3,A475155,1438,0,31-12-2019,09:52:00
3,X825147,1147,0,25-09-2019,10:12:00
3,G727038,651,267,08-10-2019,08:11:00
2,M794992,233,20,16-01-2019,09:41:00
2,G586239,435,17,28-08-2019,16:55:00
1,J549755,858,238,24-01-2019,19:14:00
2,X825147,342,0,23-06-2019,10:40:00
3,S564705,75,270,15-02-2019,13:13:00
3,N470942,874,4,24-03-2019,19:07:00
3,X409223,732,3,01-05-2019,10:25:00
3,K273930,1316,22,10-02-2019,18:56:00
3,L736768,53,8,11-07-2019,18:27:00
2,U194381,772,23,27-12-2019,13:06:00
1,Q921541,782,10,31-10-2019,08:33:00
3,E988252,484,4,01-10-2019,16:20:00
3,K399501,1365,44,15-09-2019,13:40:00
1,G727038,665,102,13-11-2019,18:28:00
3,B651033,128,260,10-10-2019,17:51:00
3,E778362,1223,1,15-12-2019,15:32:00
2,H438047,923,0,12-09-2019,13:58:00
2,E243130,876,0,12-10-2019,18:08:00
3,X409223,124,20,01-05-2019,13:51:00
2,O362956,1219,11,13-08-2019,15:33:00
2,J173690,344,27,12-10-2019,11:00:00
2,J632516,578,1,16-06-2019,12:16:00
2,K222775,477,292,03-03-2019,11:15:00
2,O856292,854,0,27-12-2019,08:21:00
3,K669566,1291,0,01-01-2019,15:36:00
3,P286634,1499,2,04-08-2019,13:03:00
2,J419954,307,21,25-01-2019,13:48:00
